0,0,1,1,0,wall
1,0,1,1,0,wall
2,0,1,1,0,wall
3,0,1,1,0,wall
4,0,1,1,0,wall
5,0,1,1,0,wall
6,0,1,1,0,wall
7,0,1,1,0,wall
8,0,1,1,0,wall
9,0,1,1,0,wall
10,0,1,1,0,wall
11,0,1,1,0,wall
12,0,1,1,0,wall
13,0,1,1,0,wall
14,0,1,1,0,wall
15,0,1,1,0,wall
16,0,1,1,0,wall
17,0,1,1,0,wall
18,0,1,1,0,wall
19,0,1,1,0,wall
20,0,1,1,0,wall
21,0,1,1,0,wall
22,0,1,1,0,wall
23,0,1,1,0,wall
24,0,1,1,0,wall
25,0,1,1,0,wall
26,0,1,1,0,wall
27,0,1,1,0,wall
28,0,1,1,0,wall
29,0,1,1,0,wall
30,0,1,1,0,wall
31,0,1,1,0,wall
32,0,1,1,0,wall
0,1,1,1,0,wall
11,1,1,1,1,tree
12,1,1,1,1,tree
13,1,1,1,1,tree
14,1,1,1,1,tree
15,1,1,1,1,tree
16,1,1,1,1,tree
17,1,1,1,1,tree
18,1,1,1,1,tree
19,1,1,1,1,tree
20,1,1,1,1,tree
21,1,1,1,1,tree
22,1,1,1,1,tree
32,1,1,1,0,wall
0,2,1,1,0,wall
2,2,1,1,1,health
3,2,1,1,1,health
4,2,1,1,1,health
5,2,1,1,1,health
11,2,1,1,1,tree
12,2,1,1,1,tree
13,2,1,1,1,tree
14,2,1,1,1,tree
15,2,1,1,1,tree
16,2,1,1,1,tree
17,2,1,1,1,tree
18,2,1,1,1,tree
19,2,1,1,1,tree
20,2,1,1,1,tree
21,2,1,1,1,tree
22,2,1,1,1,tree
32,2,1,1,0,wall
0,3,1,1,0,wall
2,3,1,1,1,health
3,3,1,1,1,health
4,3,1,1,1,health
5,3,1,1,1,health
11,3,1,1,1,tree
12,3,1,1,1,tree
13,3,1,1,1,tree
22,3,1,1,1,tree
32,3,1,1,0,wall
0,4,1,1,0,wall
11,4,1,1,1,tree
12,4,1,1,1,tree
13,4,1,1,1,tree
22,4,1,1,1,tree
32,4,1,1,0,wall
0,5,1,1,0,wall
11,5,1,1,1,tree
12,5,1,1,1,tree
13,5,1,1,1,tree
16,5,1,1,1,tree
17,5,1,1,1,tree
18,5,1,1,1,tree
19,5,1,1,1,tree
22,5,1,1,1,tree
32,5,1,1,0,wall
0,6,1,1,0,wall
2,6,1,1,1,tree
3,6,1,1,1,tree
4,6,1,1,1,tree
5,6,1,1,1,tree
6,6,1,1,1,tree
7,6,1,1,1,tree
8,6,1,1,1,tree
9,6,1,1,1,tree
10,6,1,1,1,tree
11,6,1,1,1,tree
12,6,1,1,1,tree
13,6,1,1,1,tree
16,6,1,1,1,tree
19,6,1,1,1,tree
22,6,1,1,1,tree
32,6,1,1,0,wall
0,7,1,1,0,wall
13,7,1,1,1,tree
16,7,1,1,1,tree
19,7,1,1,1,tree
22,7,1,1,1,tree
32,7,1,1,0,wall
0,8,1,1,0,wall
13,8,1,1,1,tree
16,8,1,1,1,tree
19,8,1,1,1,tree
22,8,1,1,1,tree
32,8,1,1,0,wall
0,9,1,1,0,wall
2,9,1,1,1,tree
3,9,1,1,1,tree
4,9,1,1,1,tree
5,9,1,1,1,tree
6,9,1,1,1,tree
7,9,1,1,1,tree
8,9,1,1,1,tree
9,9,1,1,1,tree
10,9,1,1,1,tree
13,9,1,1,1,tree
16,9,1,1,1,tree
19,9,1,1,1,tree
22,9,1,1,1,tree
32,9,1,1,0,wall
0,10,1,1,0,wall
10,10,1,1,1,tree
13,10,1,1,1,tree
16,10,1,1,1,tree
22,10,1,1,1,tree
32,10,1,1,0,wall
0,11,1,1,0,wall
10,11,1,1,1,tree
13,11,1,1,1,tree
17,11,1,1,1,tree
18,11,1,1,1,tree
19,11,1,1,1,tree
20,11,1,1,1,tree
21,11,1,1,1,tree
22,11,1,1,1,tree
32,11,1,1,0,wall
0,12,1,1,0,wall
2,12,1,1,1,mana
3,12,1,1,1,mana
4,12,1,1,1,mana
5,12,1,1,1,mana
10,12,1,1,1,tree
13,12,1,1,1,tree
32,12,1,1,0,wall
0,13,1,1,0,wall
2,13,1,1,1,mana
3,13,1,1,1,mana
4,13,1,1,1,mana
5,13,1,1,1,mana
10,13,1,1,1,tree
13,13,1,1,1,tree
14,13,1,1,1,tree
15,13,1,1,1,tree
16,13,1,1,1,tree
32,13,1,1,0,wall
0,14,1,1,0,wall
10,14,1,1,1,tree
16,14,1,1,1,tree
32,14,1,1,0,wall
0,15,1,1,0,wall
10,15,1,1,1,tree
16,15,1,1,1,tree
32,15,1,1,0,wall
0,16,1,1,0,wall
10,16,1,1,1,tree
11,16,1,1,1,tree
12,16,1,1,1,tree
13,16,1,1,1,tree
16,16,1,1,1,tree
18,16,1,1,1,tree
19,16,1,1,1,tree
20,16,1,1,1,tree
21,16,1,1,1,tree
32,16,1,1,0,wall
0,17,1,1,0,wall
13,17,1,1,1,tree
16,17,1,1,1,tree
18,17,1,1,1,tree
21,17,1,1,1,tree
32,17,1,1,0,wall
0,18,1,1,0,wall
13,18,1,1,1,tree
16,18,1,1,1,tree
18,18,1,1,1,tree
21,18,1,1,1,tree
32,18,1,1,0,wall
0,19,1,1,0,wall
13,19,1,1,1,tree
16,19,1,1,1,tree
17,19,1,1,1,tree
18,19,1,1,1,tree
21,19,1,1,1,tree
32,19,1,1,0,wall
0,20,1,1,0,wall
13,20,1,1,1,tree
21,20,1,1,1,tree
32,20,1,1,0,wall
0,21,1,1,0,wall
13,21,1,1,1,tree
21,21,1,1,1,tree
32,21,1,1,0,wall
0,22,1,1,0,wall
13,22,1,1,1,tree
14,22,1,1,1,tree
15,22,1,1,1,tree
16,22,1,1,1,tree
17,22,1,1,1,tree
18,22,1,1,1,tree
19,22,1,1,1,tree
20,22,1,1,1,tree
21,22,1,1,1,tree
32,22,1,1,0,wall
0,23,1,1,0,wall
32,23,1,1,0,wall
0,24,1,1,0,wall
32,24,1,1,0,wall
0,25,1,1,0,wall
32,25,1,1,0,wall
0,26,1,1,0,wall
32,26,1,1,0,wall
0,27,1,1,0,wall
32,27,1,1,0,wall
0,28,1,1,0,wall
32,28,1,1,0,wall
0,29,1,1,0,wall
32,29,1,1,0,wall
0,30,1,1,0,wall
32,30,1,1,0,wall
0,31,1,1,0,wall
32,31,1,1,0,wall
0,32,1,1,0,wall
32,32,1,1,0,wall
0,33,1,1,0,wall
32,33,1,1,0,wall
0,34,1,1,0,wall
32,34,1,1,0,wall
0,35,1,1,0,wall
32,35,1,1,0,wall
0,36,1,1,0,wall
32,36,1,1,0,wall
0,37,1,1,0,wall
32,37,1,1,0,wall
0,38,1,1,0,wall
32,38,1,1,0,wall
0,39,1,1,0,wall
1,39,1,1,0,wall
2,39,1,1,0,wall
3,39,1,1,0,wall
4,39,1,1,0,wall
5,39,1,1,0,wall
